Running Env Steps,Real Det Return,Itration,Running Forward KL,Running Update Time,Real Sto Return,Reward Loss,Running Reverse KL,q,clip,folder,episode,environment,seed
250000,3438.22,50,12.743,50,2630.19,-33.16898727416992,10.9948,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,250000,Hopper-v5,123
255000,2898.06,51,13.9726,51,1587.24,-108.59774780273438,12.1416,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,255000,Hopper-v5,123
260000,3452.84,52,12.3451,52,2870.28,-75.15406799316406,12.7626,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,260000,Hopper-v5,123
265000,3444.09,53,13.5968,53,1930.07,-130.28038024902344,14.833,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,265000,Hopper-v5,123
270000,3249.37,54,13.0965,54,1943.51,-134.72393798828125,18.2908,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,270000,Hopper-v5,123
275000,3441.5,55,13.1688,55,1849.45,-134.24539184570312,18.6918,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,275000,Hopper-v5,123
280000,3449.08,56,12.4066,56,2690.45,-89.13616943359375,17.195,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,280000,Hopper-v5,123
285000,3450.53,57,14.0514,57,2307.58,-146.92794799804688,22.986,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,285000,Hopper-v5,123
290000,3431.39,58,13.0458,58,2713.39,-74.97943878173828,15.2901,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,290000,Hopper-v5,123
295000,3405.52,59,13.2135,59,2322.26,-88.87033081054688,17.7873,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,295000,Hopper-v5,123
300000,3397.82,60,12.6208,60,3010.45,-52.24485778808594,13.0765,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,300000,Hopper-v5,123
305000,3423.11,61,13.0706,61,2255.1,-124.8656005859375,19.8624,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,305000,Hopper-v5,123
310000,3427.7,62,13.2969,62,2085.92,-118.90841674804688,19.2503,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,310000,Hopper-v5,123
315000,3408.83,63,12.1139,63,3140.86,-40.39899826049805,12.846,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,315000,Hopper-v5,123
320000,3351.93,64,14.1913,64,1685.17,-178.2789306640625,17.0606,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,320000,Hopper-v5,123
325000,3435.61,65,14.4659,65,1244.21,-182.02415466308597,11.6077,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,325000,Hopper-v5,123
330000,3420.77,66,12.6417,66,2935.89,-38.92561721801758,12.0795,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,330000,Hopper-v5,123
335000,3425.62,67,12.6155,67,2250.18,-55.692359924316406,11.5091,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,335000,Hopper-v5,123
340000,3378.09,68,12.61,68,2777.67,-86.56732940673828,11.397,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,340000,Hopper-v5,123
345000,3320.09,69,14.1838,69,1861.64,-198.9958953857422,12.9329,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,345000,Hopper-v5,123
350000,3357.72,70,12.1786,70,2847.21,-20.76691436767578,12.7076,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,350000,Hopper-v5,123
355000,3381.4,71,12.6745,71,3069.89,-91.79344940185548,10.702,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,355000,Hopper-v5,123
360000,3398.26,72,13.5073,72,2291.04,-149.56980895996094,13.2715,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,360000,Hopper-v5,123
365000,3452.08,73,12.6778,73,3122.56,-35.818397521972656,12.2595,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,365000,Hopper-v5,123
370000,3456.24,74,12.5698,74,2474.87,-136.04483032226562,11.4447,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,370000,Hopper-v5,123
375000,3444.43,75,12.2004,75,3091.48,-50.19953918457031,12.337,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,375000,Hopper-v5,123
380000,3433.67,76,12.3502,76,3181.51,-55.92873764038086,11.9412,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,380000,Hopper-v5,123
385000,3438.66,77,12.2724,77,2616.06,-115.85984802246094,12.7908,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,385000,Hopper-v5,123
390000,3414.71,78,13.2639,78,3241.89,-31.900287628173828,12.8337,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,390000,Hopper-v5,123
395000,3450.16,79,12.9211,79,2679.66,-83.53461456298828,16.364,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,395000,Hopper-v5,123
400000,3428.24,80,12.8138,80,2496.73,-122.8749008178711,12.9726,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,400000,Hopper-v5,123
405000,3438.33,81,12.8617,81,3113.59,-61.034141540527344,12.0136,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,405000,Hopper-v5,123
410000,3427.89,82,12.9188,82,2875.39,-87.46342468261719,11.7834,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,410000,Hopper-v5,123
415000,3399.82,83,12.9043,83,2824.9,-94.367919921875,11.4597,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,415000,Hopper-v5,123
420000,3443.5,84,13.0426,84,2689.14,-57.372032165527344,11.7635,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,420000,Hopper-v5,123
425000,3414.15,85,12.4738,85,3012.13,-60.08628082275391,11.9663,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,425000,Hopper-v5,123
430000,3398.89,86,12.387,86,3294.8,-51.49885940551758,13.2047,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,430000,Hopper-v5,123
435000,3401.11,87,12.9657,87,2143.84,-152.8505859375,11.9218,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,435000,Hopper-v5,123
440000,3431.5,88,12.6,88,2925.06,-87.29911041259766,11.7585,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,440000,Hopper-v5,123
445000,3401.9,89,11.3081,89,3318.41,-43.60213851928711,12.0937,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,445000,Hopper-v5,123
450000,3392.29,90,12.1483,90,3118.53,-47.81818389892578,12.236,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,450000,Hopper-v5,123
455000,3411.13,91,12.3981,91,3391.65,-47.93181991577149,12.8288,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,455000,Hopper-v5,123
460000,3417.25,92,12.7888,92,2999.62,-91.50716400146484,11.6212,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,460000,Hopper-v5,123
465000,3445.59,93,12.3973,93,3285.04,-64.91112518310547,11.9534,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,465000,Hopper-v5,123
470000,3443.52,94,12.6699,94,3286.98,-63.8381233215332,12.6604,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,470000,Hopper-v5,123
475000,3411.33,95,11.9611,95,3280.46,-50.50379180908203,12.3365,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,475000,Hopper-v5,123
480000,3403.44,96,12.3402,96,3181.52,-82.3531723022461,11.5859,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,480000,Hopper-v5,123
485000,3418.68,97,11.7999,97,3292.12,-53.04840087890625,12.3576,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,485000,Hopper-v5,123
490000,3462.6,98,12.5343,98,2786.2,-108.00624084472656,11.1454,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,490000,Hopper-v5,123
495000,3446.95,99,13.2236,99,2350.56,-157.40245056152344,11.4974,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,495000,Hopper-v5,123
500000,3420.3,100,12.6461,100,2809.49,-156.0147705078125,11.2268,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,500000,Hopper-v5,123
505000,3435.37,101,12.9849,101,3108.37,-130.46026611328125,10.9686,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,505000,Hopper-v5,123
510000,3452.69,102,12.7353,102,2775.45,-95.7830810546875,11.5481,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,510000,Hopper-v5,123
515000,3429.41,103,12.6638,103,2605.42,-128.2996826171875,10.7636,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,515000,Hopper-v5,123
520000,3449.02,104,12.457,104,2745.13,-119.66197204589844,12.5454,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,520000,Hopper-v5,123
525000,3407.33,105,11.8259,105,3250.63,-79.4484634399414,11.8971,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,525000,Hopper-v5,123
530000,3441.27,106,12.2215,106,3268.33,-72.16250610351562,12.4969,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,530000,Hopper-v5,123
535000,3444.33,107,12.1413,107,3197.02,-77.74433135986328,11.7778,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,535000,Hopper-v5,123
540000,3401.69,108,12.5928,108,3211.8,-82.79639434814453,12.2499,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,540000,Hopper-v5,123
545000,3438.86,109,12.346,109,3013.93,-106.0511474609375,11.4007,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,545000,Hopper-v5,123
550000,3471.38,110,12.3691,110,3181.61,-123.0773468017578,11.3685,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,550000,Hopper-v5,123
555000,3449.9,111,12.3272,111,3036.96,-106.745361328125,11.4922,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,555000,Hopper-v5,123
560000,3467.13,112,11.9905,112,3141.13,-100.81011199951172,11.5101,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,560000,Hopper-v5,123
565000,3447.35,113,12.0621,113,3343.43,-77.43251037597656,12.3306,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,565000,Hopper-v5,123
570000,3454.6,114,12.0602,114,3280.93,-79.76749420166016,12.0545,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,570000,Hopper-v5,123
575000,3447.18,115,12.3584,115,3045.69,-99.98577880859376,11.6699,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,575000,Hopper-v5,123
580000,3425.2,116,11.6009,116,3227.66,-77.24669647216797,12.007,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,580000,Hopper-v5,123
585000,3419.82,117,12.6203,117,3297.75,-92.6505355834961,12.7629,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,585000,Hopper-v5,123
590000,3436.31,118,11.7211,118,3041.22,-88.51578521728516,11.9718,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,590000,Hopper-v5,123
595000,3439.74,119,12.9343,119,2955.89,-159.9488983154297,11.1282,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,595000,Hopper-v5,123
600000,3449.68,120,12.1374,120,3146.0,-85.30551147460938,12.3282,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,600000,Hopper-v5,123
605000,3455.01,121,12.2247,121,3067.14,-122.46048736572266,11.0905,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,605000,Hopper-v5,123
610000,3449.22,122,11.8239,122,2938.73,-99.53829956054688,11.3488,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,610000,Hopper-v5,123
615000,3477.35,123,12.6053,123,3037.1,-142.9324493408203,10.7856,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,615000,Hopper-v5,123
620000,3465.32,124,12.3414,124,3069.38,-125.0276107788086,11.282,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,620000,Hopper-v5,123
625000,3478.55,125,12.5748,125,2844.16,-142.25205993652344,10.9004,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,625000,Hopper-v5,123
630000,3463.5,126,12.3239,126,2804.51,-112.81609344482422,11.6482,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,630000,Hopper-v5,123
635000,3457.07,127,11.9527,127,2830.98,-123.24066162109376,11.2521,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,635000,Hopper-v5,123
640000,3431.69,128,11.6165,128,3266.87,-108.0607452392578,11.4923,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,640000,Hopper-v5,123
645000,3427.24,129,11.945,129,3151.71,-118.17694854736328,11.9499,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,645000,Hopper-v5,123
650000,3457.9,130,13.107,130,3037.6,-180.1866912841797,10.4461,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,650000,Hopper-v5,123
655000,3438.93,131,11.9383,131,2936.47,-148.37403869628906,10.6999,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,655000,Hopper-v5,123
660000,3459.08,132,11.9162,132,3188.98,-93.53092193603516,12.0845,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,660000,Hopper-v5,123
665000,3415.37,133,12.0489,133,3400.2,-104.1089324951172,11.9066,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,665000,Hopper-v5,123
670000,3438.39,134,12.4089,134,2684.98,-145.9315185546875,10.7868,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,670000,Hopper-v5,123
675000,3444.02,135,12.2267,135,3253.66,-132.3905029296875,11.3935,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,675000,Hopper-v5,123
680000,3468.57,136,12.3591,136,3159.99,-171.64675903320312,11.1226,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,680000,Hopper-v5,123
685000,3446.58,137,11.7835,137,3217.44,-108.99964141845705,12.1357,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,685000,Hopper-v5,123
690000,3444.45,138,12.5221,138,3265.68,-125.68950653076172,11.47,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,690000,Hopper-v5,123
695000,3462.82,139,12.0714,139,3354.26,-120.52333068847656,11.8092,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,695000,Hopper-v5,123
700000,3449.36,140,11.4849,140,3399.12,-123.99114990234376,11.1413,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,700000,Hopper-v5,123
705000,3445.47,141,12.2023,141,3412.72,-115.09626770019533,12.1001,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,705000,Hopper-v5,123
710000,3457.88,142,11.7462,142,3446.5,-112.50899505615234,11.3507,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,710000,Hopper-v5,123
715000,3450.12,143,12.2427,143,3094.11,-160.30633544921875,10.8723,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,715000,Hopper-v5,123
720000,3428.86,144,11.7118,144,3412.84,-116.89464569091795,11.9232,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,720000,Hopper-v5,123
725000,3452.54,145,12.1233,145,2936.57,-148.72007751464844,10.5586,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,725000,Hopper-v5,123
730000,3471.59,146,13.0655,146,2760.57,-216.2948303222656,10.1829,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,730000,Hopper-v5,123
735000,3444.77,147,11.9603,147,3411.91,-120.16312408447266,12.1093,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,735000,Hopper-v5,123
740000,3460.68,148,12.1002,148,3391.59,-131.76068115234375,11.5496,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,740000,Hopper-v5,123
745000,3445.82,149,11.6411,149,3378.46,-126.9667739868164,10.6049,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,745000,Hopper-v5,123
750000,3454.9,150,11.6068,150,3299.53,-129.00567626953125,11.0862,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,750000,Hopper-v5,123
755000,3461.06,151,11.9846,151,3087.46,-171.38233947753906,10.2026,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,755000,Hopper-v5,123
760000,3473.64,152,12.3786,152,3364.56,-168.0514373779297,11.3292,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,760000,Hopper-v5,123
765000,3448.26,153,11.6632,153,3237.96,-127.91265869140624,11.8277,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,765000,Hopper-v5,123
770000,3461.74,154,11.5528,154,3351.18,-136.85113525390625,10.8044,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,770000,Hopper-v5,123
775000,3466.19,155,11.753,155,3389.85,-152.64410400390625,11.1963,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,775000,Hopper-v5,123
780000,3477.07,156,10.8977,156,3331.82,-127.88492584228516,11.7124,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,780000,Hopper-v5,123
785000,3468.09,157,11.2131,157,3439.75,-131.6380157470703,11.9323,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,785000,Hopper-v5,123
790000,3452.74,158,11.9442,158,3301.71,-161.76271057128906,11.4794,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,790000,Hopper-v5,123
795000,3467.33,159,11.977,159,3176.14,-185.49790954589844,10.9471,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,795000,Hopper-v5,123
800000,3469.58,160,12.3189,160,2826.46,-177.25132751464844,11.5781,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,800000,Hopper-v5,123
805000,3449.88,161,11.6714,161,3425.7,-165.23373413085938,11.133,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,805000,Hopper-v5,123
810000,3488.27,162,12.06,162,3094.0,-183.41159057617188,10.7567,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,810000,Hopper-v5,123
815000,3461.01,163,12.7697,163,3195.3,-185.6083831787109,11.0414,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,815000,Hopper-v5,123
820000,3474.49,164,11.8347,164,3221.62,-183.6166839599609,11.2806,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,820000,Hopper-v5,123
825000,3469.91,165,11.5283,165,3447.11,-147.06068420410156,11.9015,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,825000,Hopper-v5,123
830000,3472.75,166,11.9511,166,3386.54,-162.0276641845703,11.5641,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,830000,Hopper-v5,123
835000,3487.73,167,12.0567,167,3351.29,-179.9861297607422,11.3298,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,835000,Hopper-v5,123
840000,3479.0,168,11.9584,168,3432.87,-158.01925659179688,11.9351,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,840000,Hopper-v5,123
845000,3496.38,169,11.9988,169,3062.0,-168.92347717285156,11.4593,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,845000,Hopper-v5,123
850000,3465.48,170,11.9821,170,3384.24,-166.50904846191406,11.6909,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,850000,Hopper-v5,123
855000,3465.29,171,11.5443,171,3369.46,-153.5609893798828,11.8357,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,855000,Hopper-v5,123
860000,3468.11,172,11.841,172,3063.74,-159.9525909423828,11.3742,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,860000,Hopper-v5,123
865000,3478.95,173,12.0013,173,3226.6,-172.981689453125,11.6613,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,865000,Hopper-v5,123
870000,3461.68,174,11.9467,174,3452.57,-168.3341064453125,12.0307,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,870000,Hopper-v5,123
875000,3468.65,175,11.9958,175,3391.03,-174.72149658203125,11.1048,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,875000,Hopper-v5,123
880000,3483.08,176,11.6202,176,3239.91,-191.6445770263672,11.4087,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,880000,Hopper-v5,123
885000,3484.13,177,11.8176,177,3354.35,-176.03941345214844,11.0512,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,885000,Hopper-v5,123
890000,3475.26,178,11.8934,178,3300.72,-207.421630859375,10.7884,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,890000,Hopper-v5,123
895000,3496.63,179,13.1135,179,3198.88,-236.2880401611328,11.1653,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,895000,Hopper-v5,123
900000,3480.92,180,12.1957,180,3191.27,-183.5576171875,11.4473,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,900000,Hopper-v5,123
905000,3476.82,181,11.9832,181,3452.2,-191.2612152099609,11.746,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,905000,Hopper-v5,123
910000,3454.38,182,11.9617,182,3393.87,-187.1847076416016,11.166,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,910000,Hopper-v5,123
915000,3446.69,183,13.5412,183,2399.15,-286.9742431640625,10.5215,4,0.1,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_03_q4_seed123_qstd0.1,915000,Hopper-v5,123
